,street_address,city,state,zip_code,longitude,latitude,family_id
798,95081 Burton Center Suite 469,Hudson,MA,1749,-71.613099,42.47712,UhgGwfcJyF
799,759 Manuel Valleys,Danvers,MA,1923,-71.030506,42.681707,yoYyFMzkUT
800,84581 Marsh Rest Apt. 203,East Ellijay,GA,30540,-84.58722,34.782392,ZhxpipFqtO
801,835 Jane Hollow,Marietta,GA,30008,-84.631021,33.922685,PxEOMogDxj
802,86343 Webb Turnpike Apt. 869,Stockbridge,GA,30281,-84.253309,33.570042,NGuqtRdpOo
803,075 Vargas Knolls,Peachtree City,GA,30269,-84.632608,33.456896,anQsDrVYiH
804,947 James Plains,Lawrenceville,GA,30044,-84.171856,33.912542,uGLaZaXjNW
805,20395 James Junction,Snellville,GA,30078,-84.017231,33.923444,GFMuceEWRb
806,128 Garcia Court,Atlanta,GA,30316,-84.31577,33.757641,xFDjrJndSo
807,86864 Lisa Mission Apt. 700,Roswell,GA,30076,-84.365944,34.030948,hhBVVksZoq
808,5636 Harris Lights,Chamblee,GA,30341,-84.310252,33.933124,OkIAKoAAEd
809,130 Davis Vista Apt. 602,Dawsonville,GA,30534,-84.054042,34.481403,RpCZowfzKg
810,34006 David Camp Suite 453,Augusta,GA,30909,-82.149192,33.533344,GnwZLGfrPk
811,274 Cuevas Throughway Apt. 525,Columbus,GA,31903,-84.952804,32.420149,xcItmRyPIA
812,4156 Reynolds Ridge,Vidalia,GA,30474,-82.461258,32.236959,TlKXDCScdd
813,4138 Williams Ford,Duluth,GA,30096,-84.275183,34.079389,zJrnhBYrUO
814,5278 Cook Terrace,La Fayette,GA,30728,-85.389058,34.761257,XmqICPbIah
815,2325 Friedman Cape Apt. 732,Cordele,GA,31015,-83.821004,32.073527,OCtvkDDbaX
816,549 Davis Ford Apt. 397,Savannah,GA,31406,-81.178711,32.062831,vjIEEIoApv
817,246 Linda Squares Suite 123,Eatonton,GA,31024,-83.415615,33.312425,kpDWCCVncS
818,714 Rose Wells Apt. 322,Columbus,GA,31904,-85.051553,32.535436,NhMcEXWycD
819,991 Bryant Village Suite 976,Fayetteville,GA,30214,-84.460088,33.553387,MHqmzQhwEW
820,0580 Shields Shoal,Statesboro,GA,30458,-81.830173,32.418363,cGaimoVOxV
821,69929 Cole Ramp Suite 864,Albany,GA,31707,-84.215029,31.670087,DdDtqsgQBH
822,214 Brooke Lodge Apt. 878,Jasper,GA,30143,-84.558534,34.58752,fmqgwsLJYr
823,5498 Shawn Forks,Columbus,GA,31909,-84.978546,32.523352,jZZqGFvPBU
824,26916 Osborne Avenue,Columbus,GA,31904,-85.021122,32.584789,aPmvhnREEU
825,329 Harold Mews Suite 407,Savannah,GA,31406,-81.122531,32.052967,qGZtilRasb
826,99526 Johnson Place Apt. 884,Cochran,GA,31014,-83.355349,32.486915,dhbDXCgnyK
827,9543 Smith Stravenue Apt. 234,Alpharetta,GA,30004,-84.269522,34.287018,pYJngOfcQQ
828,86929 Rosario Islands Suite 596,Dublin,GA,31021,-83.076108,32.645578,jgzUjHKgzt
829,77599 Wheeler Ferry Suite 973,Fitzgerald,GA,31750,-83.237622,31.76405,zayvBMbJxp
830,511 Hall Loop Apt. 427,Stockbridge,GA,30281,-84.279641,33.585235,QSoVKbehrk
831,5650 Dustin Hill,Alpharetta,GA,30004,-84.241038,34.262304,zScASuXvYd
832,53637 Harris Lodge,Lovejoy,GA,30250,-84.321257,33.462005,UXNYLVQZHQ
833,765 Lang Coves Apt. 236,Warner Robins,GA,31088,-83.618686,32.675803,cokjmiUZnI
834,0675 Thomas Road Suite 819,Savannah,GA,31406,-81.126491,32.07025,AgTQkjKiZE
835,675 Mendoza Crossroad Suite 312,Atlanta,GA,30331,-84.541194,33.750467,JGaZUwokrG
836,753 Flores Grove,Bainbridge,GA,39819,-84.634586,30.947186,IdimqyWFGy
837,01038 Michael Row Suite 433,Grovetown,GA,30813,-82.265852,33.533841,GMhtfKckqE
838,6976 Tiffany Street,Warner Robins,GA,31088,-83.659959,32.673372,tABhaoXtXL
839,9416 Franco Causeway,Snellville,GA,30039,-84.03944,33.855998,qMHADurzvK
840,78165 Julie Walks Apt. 636,Cedartown,GA,30125,-85.249674,34.047023,VhdTqaAMfA
841,49976 Laurie Port Suite 159,Dublin,GA,31021,-83.068675,32.622693,rCEcsMhtvR
842,2748 Tyler Expressway,Thomson,GA,30824,-82.524809,33.577871,IXlNgTLuFY
843,1620 Jamie Square,Cartersville,GA,30121,-84.878792,34.217828,BCPKEpYSqV
844,4059 Frazier Field Suite 145,Marietta,GA,30062,-84.51434,34.021624,CZUMxGVWoZ
845,1505 Gonzalez Parkway Suite 683,Valdosta,GA,31605,-83.354357,30.913802,AZHmhyylQl
846,4995 Mark Unions,Albany,GA,31705,-84.118205,31.6412,iSEHihxzbQ
847,85277 Ronald Motorway Apt. 399,Winder,GA,30680,-83.835917,34.028657,VtyisDbAQZ
848,4892 Corey Highway Suite 026,East Point,GA,30344,-84.462067,33.779724,dcVKlfMkAx
849,2611 Mccarthy Locks,Winder,GA,30680,-83.818254,34.043228,HeQfUsQxKq
850,15689 Torres Meadow,Dunwoody,GA,30360,-84.385675,33.939368,heubRHTYCn
851,020 Kelly Mission,Thomasville,GA,31757,-83.969852,30.927523,ZOrjMHSGLu
852,1928 William Islands,Marietta,GA,30066,-84.663598,34.080643,qWywcOYIYD
853,32692 Nguyen Square,Waycross,GA,31503,-82.35746,31.266648,HHaQiAKSSP
854,8882 Laura Crossroad Apt. 169,Statesboro,GA,30458,-81.871486,32.455753,FyZykOqkBz
855,20564 Ellen Valley,Brunswick,GA,31525,-81.566003,31.266045,bvEIqwrEYe
856,691 Dennis Trace Apt. 001,Marietta,GA,30066,-84.669064,34.07384,znDwOxyzlZ
857,41006 Wolfe Knoll,Brunswick,GA,31525,-81.530721,31.272407,ECXwvRObYH
858,347 Deanna Well,Lovejoy,GA,30250,-84.312062,33.479229,BoMrPolbdt
859,50110 Kathryn Lights Suite 316,Statesboro,GA,30458,-81.883966,32.442603,aALkwQsgJI
860,1718 Navarro Knoll Apt. 335,Cartersville,GA,30121,-84.856301,34.228992,JVgMTUeOfr
861,2854 Chavez Land,Dublin,GA,31021,-83.08483,32.655161,YTxgxMqWLL
862,11982 Sheri Creek,Marietta,GA,30062,-84.415191,34.066122,syoUDriyGD
863,5334 Chavez Valleys,Marietta,GA,30008,-84.621469,33.911403,AGgkFgmsNL
864,3128 King Station,Winder,GA,30680,-83.888084,34.051363,uwsKNYeaIP
865,0920 Jennings Cliffs,Clayton,GA,30525,-83.415928,34.972714,WArdoUMtrX
866,88399 Timothy Mission Suite 231,Atlanta,GA,30318,-84.44845,33.865645,JDtjhzsBTb
867,3162 Edwards Hollow Apt. 798,Villa Rica,GA,30180,-84.973702,33.726881,rnPiXhGkGc
868,349 Brady Burgs Apt. 174,Griffin,GA,30223,-84.329408,33.326906,pmVsROyVPW
869,60423 Brett Underpass,Marietta,GA,30062,-84.537924,34.016153,bjvjNiMrsa
870,1876 Gould Forks,Brunswick,GA,31525,-81.586386,31.213093,dfIlTTiujf
871,335 Lee Landing Apt. 978,Alpharetta,GA,30004,-84.368855,34.122333,UAWdHTLGuc
872,58219 James Freeway,Dalton,GA,30720,-85.010469,34.822829,rZRZreWAbE
873,1937 Dunn Causeway Suite 888,Griffin,GA,30223,-84.311212,33.375176,ZpmJAWlgbE
874,26653 Norris Neck,Eastman,GA,31023,-83.226144,32.247909,FccUMIGtVt
875,813 Christine Forges Apt. 138,Lawrenceville,GA,30044,-84.02761,33.925022,RdwMUIPRIE
876,32470 Cole Plaza Suite 723,Eastman,GA,31023,-83.277806,32.216493,NcEhXlnwfy
877,3159 Brooke Mill Suite 151,Stone Mountain,GA,30083,-84.235847,33.863922,kFILhhcYyD
878,6740 Amy Crossroad Suite 811,Statesboro,GA,30458,-81.830037,32.422219,ktyyslptPh
879,24189 Barrera Parks,Lithonia,GA,30038,-84.222968,33.787529,bDEjvzdXKf
880,743 Megan Terrace Apt. 578,Norcross,GA,30093,-84.21231,33.98383,JSHvpRBWtd
881,76788 Johnson Park,Camilla,GA,31730,-84.231445,31.266003,BiIOObTCjk
882,51662 Robinson Mount,Columbus,GA,31907,-84.936068,32.571746,ovaxlIKcOQ
883,890 Morgan Plaza Suite 961,Conyers,GA,30013,-84.017655,33.745789,AaaabdlnGq
884,126 George Port Suite 227,Morrow,GA,30260,-84.383638,33.633898,oWCeyghAYy
885,6368 White Squares,Lawrenceville,GA,30044,-84.049003,33.951789,bDTiBnhTwI
886,252 Kent Circles,Marietta,GA,30062,-84.557282,34.069675,YuRwjjhBQF
887,2263 Doyle Park Suite 919,Snellville,GA,30078,-84.03251,33.942588,ouXDiNoqRz
888,711 Angela Via,Fitzgerald,GA,31750,-83.212655,31.748754,NOhfmMoWCe
889,0774 Melissa Ports Suite 948,Douglasville,GA,30134,-84.869749,33.767387,vDbMrsYIBt
890,92162 Clarence Causeway Apt. 641,Dunwoody,GA,30338,-84.348711,33.931914,ghprhFuUpU
891,772 Evelyn Rapid Suite 628,Grovetown,GA,30813,-82.282434,33.539793,PlFJFdUlTd
892,450 Roman Spring Apt. 994,Savannah,GA,31408,-81.250885,32.125812,aeMMplVqve
893,67599 Caitlin Divide Suite 393,Kennesaw,GA,30152,-84.727788,34.042185,eXBMqaIPrt
894,1370 Hill Prairie Apt. 364,Tifton,GA,31793,-83.56007,31.413677,ZnPuLSMFBn
895,09152 Haas Walks,Valdosta,GA,31602,-83.33001,30.967462,RzSeRhhQTT
896,01337 Andrew Unions,Stone Mountain,GA,30083,-84.226955,33.834442,qVHAjWQNdm
897,8372 Solis Meadow,Albany,GA,31705,-84.157554,31.623007,HzDivLaadH
898,23739 Felicia Mount Suite 981,Acworth,GA,30101,-84.725601,34.024835,DzZqhSivEB
899,005 Jennifer Gardens,Fitzgerald,GA,31750,-83.249774,31.729549,XNJGNejdvE
900,3080 Sabrina Corner,Norman,OK,73071,-97.466791,35.218305,pAsqzMnjqI
901,13781 Jillian Light Suite 907,Okmulgee,OK,74447,-96.048974,35.631179,EPwLGLuHla
902,2342 Alicia Manors,Midwest City,OK,73110,-97.476021,35.575723,BJShditcIq
903,12265 Tina Rapid Apt. 223,Oklahoma City,OK,73119,-97.575633,35.460675,BAYOQqDLdx
904,3250 Christine Falls,Broken Arrow,OK,74012,-95.84071,36.167841,TPVwHUgPPJ
905,7586 Becker Greens,Okmulgee,OK,74447,-96.045642,35.630857,fcKOSnrgYH
906,29144 Decker Trail,Cleveland,OK,74020,-96.571456,36.322227,RZFovJoTas
907,393 Hall Spur,Edmond,OK,73034,-97.448461,35.685484,eTEIdhsKuN
908,4383 Jennifer Pass,El Reno,OK,73036,-98.037054,35.546768,QadqiDadbz
909,7072 Turner Course Suite 948,Ada,OK,74820,-96.771816,34.857793,FqOSurHiAN
910,4073 Sarah Mountain Apt. 183,Broken Arrow,OK,74011,-95.8153,36.079974,GDeQXkFzey
911,9825 Michael Brook Apt. 624,Yukon,OK,73099,-97.717068,35.52061,ARESAHSUoU
912,823 Neal Unions Apt. 239,Guthrie,OK,73044,-97.426587,35.927759,UUEODRAPJa
913,0964 Wendy Extension,Tahlequah,OK,74464,-95.055578,35.988946,wWZpTSyGEP
914,26488 Samantha Corners Suite 392,Owasso,OK,74055,-95.816181,36.379023,POcarMymVZ
915,48147 Mark River,Tulsa,OK,74114,-95.929076,36.129343,QTuVIShtlE
916,5215 Lopez Stream Apt. 564,Edmond,OK,73034,-97.477607,35.612308,fDxHtRASXc
917,6265 Holly Center Apt. 103,Oklahoma City,OK,73107,-97.657169,35.570507,dnVHpzjhie
918,8750 Justin Avenue Suite 696,Chandler,OK,74834,-96.864758,35.715618,DoiElszIbm
919,3226 Laura Drives,Oklahoma City,OK,73109,-97.569212,35.469012,VZvObzLClO
920,95228 Adkins Island,Edmond,OK,73013,-97.574724,35.61667,gHpjtDFVOn
921,084 Jacob Locks Apt. 616,Stilwell,OK,74960,-94.617041,35.858646,fEUGuyNJVV
922,6387 Wood Meadow Apt. 389,Chickasha,OK,73018,-97.942687,35.082702,nZWZENnErD
923,541 Melissa Rapids Apt. 258,Yukon,OK,73099,-97.769799,35.578425,HCaRhByOqO
924,8285 Sweeney Coves Apt. 373,Broken Arrow,OK,74012,-95.85763,36.077787,YPaqLmROGe
925,69953 Karen Circle,Sapulpa,OK,74066,-96.161886,36.032472,DiISLfIYyL
926,90504 Chapman Drives Suite 703,Pauls Valley,OK,73075,-97.277555,34.758948,UJiBHYbgEa
927,105 Perez Summit,Tulsa,OK,74105,-96.024428,36.157212,YLYfPJGiNn
928,8621 Alan Harbors Suite 816,Edmond,OK,73034,-97.533611,35.784917,YjJfKkQgYq
929,98320 Hall Green,Hugo,OK,74743,-95.568346,34.063642,ruBaKliOiu
930,98645 Kristy Course,Atoka,OK,74525,-96.118037,34.473335,WxcVkUbVWQ
931,611 Maria Junctions,Stillwater,OK,74074,-97.186645,36.161118,ZHLlvAEHvC
932,013 Reynolds Fords Suite 631,Oklahoma City,OK,73141,-97.448162,35.569045,qPYyHyfldJ
933,7735 Montes Hollow,Enid,OK,73703,-97.980363,36.411753,NDSJBMUqTa
934,7859 John Locks Suite 081,Alva,OK,73717,-98.688264,36.886713,BttRTVLzhr
935,3955 Tammy Corner,Alva,OK,73717,-98.624918,36.874132,SJJdRUVZgU
936,48488 Robert Island,Midwest City,OK,73110,-97.41756,35.544287,ejTOYTouNL
937,49542 Robert Walk,Tulsa,OK,74137,-96.028553,36.050303,eNeXHchkrm
938,1518 Cody Camp Apt. 568,Oklahoma City,OK,73170,-97.632673,35.347926,KXIqnAEmxQ
939,026 Lynn Rue Suite 206,Owasso,OK,74055,-95.886477,36.377224,ZTxPtmnkCD
940,825 Wilcox Passage Apt. 360,Idabel,OK,74745,-94.885186,33.925779,ekPzHIkIGu
941,666 Randy Gateway,Jay,OK,74346,-94.877182,36.438578,oCPtXAExRY
942,904 Finley Spurs Suite 662,Broken Bow,OK,74728,-94.739624,34.029069,pfrqoyxoOc
943,8772 Wagner Port Apt. 656,Oklahoma City,OK,73118,-97.525381,35.54231,PQyYaqCDve
944,851 Cook Island,Blackwell,OK,74631,-97.37142,36.838358,pxZhwBeptN
945,0017 Page Creek,Oklahoma City,OK,73115,-97.448542,35.4805,qlkocAdrLh
946,86431 Freeman Causeway Suite 893,Oklahoma City,OK,73159,-97.611599,35.461157,pmfnmltWLy
947,004 Walker Spring Suite 471,Owasso,OK,74055,-95.84838,36.356728,OBCxKOpjVH
948,2730 Raymond Flat,Oklahoma City,OK,73170,-97.687672,35.331491,HqkIPEsnhH
949,85810 Gabriel Lodge Suite 280,Lawton,OK,73505,-98.431091,34.655105,qlVrXxHDDO
950,3051 Danielle Expressway,Muskogee,OK,74401,-95.441359,35.879421,UURgQQFEkc
951,924 Michael Estates,Sand Springs,OK,74063,-96.134361,36.174214,RCbIPmzkNa
952,1477 Ruiz Isle Apt. 511,Tulsa,OK,74137,-96.069275,36.055728,OZTVXExbAK
953,284 Trujillo Lock,Henryetta,OK,74437,-96.051932,35.451644,TXIOQBcSyz
954,71961 Simmons Road,Woodward,OK,73801,-99.437811,36.470625,jLZQiLVxct
955,231 Holmes Trafficway,Guymon,OK,73942,-101.575989,36.761499,mnBzqpHfuJ
956,5812 Karen Canyon,Broken Arrow,OK,74012,-95.836272,36.15049,xoecdqrzOP
957,46499 Burton Brooks Suite 305,Norman,OK,73071,-97.41129,35.279892,XGDYXlzlYH
958,4004 Mckay Vista,Jay,OK,74346,-94.848563,36.474923,WhfwpiWFQf
959,15407 Fitzgerald Ranch,Oklahoma City,OK,73162,-97.669499,35.622283,veYsBUSYMy
960,181 Obrien Loaf,Oklahoma City,OK,73149,-97.526962,35.437197,USPiccrUBj
961,01855 Hines Walk,Tulsa,OK,74133,-95.956809,36.010188,NBzyutPCFU
962,833 Christopher Summit Apt. 894,Midwest City,OK,73110,-97.450663,35.580762,bnJOgGHmfU
963,53333 Sanchez Trafficway,Sapulpa,OK,74066,-96.164841,36.027485,yAybuXcREC
964,20955 Mcgee Route Apt. 075,Wagoner,OK,74467,-95.444625,36.026599,nlZGVLDAnr
965,2048 Lisa Grove Apt. 682,Stigler,OK,74462,-95.128358,35.369403,HgeLpNxBZp
966,89005 Joanna View,Norman,OK,73069,-97.578115,35.266261,GoajgABpYI
967,79278 Keller Pine Apt. 717,Muskogee,OK,74401,-95.428344,35.867861,xdkeWDBdwQ
968,39350 Jennifer Route,Stillwater,OK,74074,-97.166757,36.126819,zUmzpdaDbE
969,6371 Barnett Passage Suite 478,Moore,OK,73160,-97.563776,35.349828,JecgpnUicI
970,42850 Davies Cape,Grove,OK,74344,-94.867356,36.649949,JFQeoRzhLx
971,59006 Crawford Islands,Shawnee,OK,74804,-96.979423,35.471398,nxMNIXQlZC
972,21060 Robert Isle,Lawton,OK,73505,-98.519911,34.635566,yTuqlWnhih
973,102 Watson Mills,Miami,OK,74354,-94.946072,36.952984,nMKvaUNhjG
974,344 Moore Ville,Chickasha,OK,73018,-97.924987,35.085208,bGyaDWjlBe
975,09805 Rivera Trafficway,Duncan,OK,73533,-98.076863,34.569458,PJUzeZJzYs
976,27820 Shelby Lane,Sallisaw,OK,74955,-94.815773,35.565817,vsibuGXsuS
977,6005 Amanda Trace Apt. 361,Jenks,OK,74037,-96.085013,36.05936,ITtfOQjFLG
978,026 Dean Common Apt. 035,Oklahoma City,OK,73127,-97.670011,35.58588,XoZuFmJSFs
979,98816 Sanchez Via,Guthrie,OK,73044,-97.440156,35.910589,BvOxGvBjoA
980,41545 Burns Fort Suite 296,Oklahoma City,OK,73119,-97.514044,35.4647,GEvWoxnbnd
981,892 Erik Street Suite 002,Kingfisher,OK,73750,-97.979589,35.813143,tHnFsqppZS
982,943 Thompson View Suite 989,Oklahoma City,OK,73132,-97.741888,35.624379,FDmTIsnpeQ
983,085 Williams Village,Stillwater,OK,74074,-97.16045,36.110484,mZzreRUcKd
984,383 Ramirez Lane,Broken Arrow,OK,74014,-95.763292,36.150383,SSInjddktg
985,585 Brent Street,Lawton,OK,73505,-98.474209,34.663373,wDJCIIdiEO
986,208 Cannon Pike Suite 225,Tulsa,OK,74105,-96.066788,36.172587,qpznUklsaP
987,717 Marcus Light Apt. 699,Anadarko,OK,73005,-98.350108,35.121754,ayjwBHobdU
988,2630 Wells Wells Apt. 395,Tulsa,OK,74135,-95.949721,36.132871,nmeCEhkWeu
989,918 Sherry Bridge,Wagoner,OK,74467,-95.48277,36.085973,NiSuatAGmU
990,49217 Ryan Hills,Warr Acres,OK,73132,-97.661074,35.549265,GPpnYCxRXT
991,070 Norris Mountains,Madill,OK,73446,-96.879923,34.160422,QhJLSHJctz
992,5266 Megan Tunnel,The Village,OK,73120,-97.522019,35.661477,cDkDNzDWmf
993,42085 Joseph Dale Suite 702,Idabel,OK,74745,-94.85876,33.982116,mHaVBawyXA
994,020 Adam Walk,El Reno,OK,73036,-98.081297,35.538731,MTUXnhlIYG
995,7056 Rodriguez Walks Apt. 663,Guymon,OK,73942,-101.536665,36.786951,DbHYHywxLF
996,82594 Elizabeth Rapid Suite 235,Oklahoma City,OK,73107,-97.630004,35.540589,updjPWKqGq
997,0721 Erica Walks,Blackwell,OK,74631,-97.383647,36.822515,dTwWDXrWql
998,8697 Harrison Expressway Apt. 620,Oklahoma City,OK,73134,-97.573706,35.613594,buAToVtaoC
999,96655 Lowery Corner Suite 948,Stillwater,OK,74074,-97.132058,36.165852,uixMjzVldb
1000,7385 Harris Ville,Glen Carbon,IL,62034,-90.086561,38.849168,LeoCVuzgIb
1001,6731 Gomez Springs Apt. 192,Decatur,IL,62526,-89.01845,39.973523,oUROUvZqxh
1002,25651 Jennifer Mountains,Watseka,IL,60970,-87.758709,40.810048,XIxjgcxXGq
1003,0963 Johnson Path,Pontiac,IL,61764,-88.767673,40.985596,kMBFJMQVKo
1004,143 Taylor Burgs,Marshall,IL,62441,-87.710202,39.484611,JilGtSEbFT
1005,332 Cynthia Plaza Suite 773,Batavia,IL,60510,-88.363412,41.911828,nJbxZOKBPY
1006,919 Lee Tunnel Apt. 641,Paris,IL,61944,-87.728288,39.628673,dRLqSvyPaE
1007,53069 Haney Court Suite 256,Dekalb,IL,60115,-88.72958,41.93951,fOhEcqSgfA
1008,734 Ann Lakes,Hodgkins,IL,60525,-87.938228,41.860871,QERydlqFwb
1009,0547 Stewart Throughway Apt. 723,Salem,IL,62881,-89.035281,38.669459,uXPyrVkVGF
1010,76713 Michael Streets,Normal,IL,61761,-88.944437,40.537935,IMBDkzOjSV
1011,19950 Kyle Vista Apt. 871,Rolling Meadows,IL,60008,-88.029718,42.159555,umJLOtXeOg
1012,12507 Alex Club,Marion,IL,62959,-89.061882,37.737489,sRvCiVORKk
1013,313 Dorothy Stravenue,Mattoon,IL,61938,-88.386687,39.542384,eVBVkhvJYw
1014,00235 Walter Ramp Apt. 180,Round Lake Beach,IL,60073,-88.129581,42.440999,tgJEgFbDqD
1015,5037 Courtney Plaza,Niles,IL,60714,-87.8615,42.02704,xQjEOnwmnm
1016,6401 Guzman Trace,New Lenox,IL,60451,-88.064812,41.536243,xbNnJHkZGT
1017,14121 Wang Haven,Palatine,IL,60074,-88.0355,42.183886,MbTAroWNPI
1018,394 Allen Hills Apt. 523,Taylorville,IL,62568,-89.369551,39.680531,NEnKIpAejJ
1019,1494 Stewart Green,Round Lake Beach,IL,60073,-88.184288,42.439209,TGLjIjufqm
1020,9316 Wise Drive,Dekalb,IL,60115,-88.755794,41.942135,vPoXXbHRUA
1021,954 Williams Viaduct,Savoy,IL,61874,-88.359585,40.070518,MYWnfUiZfn
1022,14505 Jordan Landing,Shorewood,IL,60431,-88.277545,41.516317,yOUwlxswAf
1023,955 Joseph Landing,Crestwood,IL,60445,-87.724259,41.678264,UXTjzCbmWX
1024,86956 Jamie Corner,Carlyle,IL,62231,-89.480624,38.670331,HjzryxaqcP
1025,1376 Jessica Keys Suite 375,Salem,IL,62881,-89.058373,38.623034,PbLKMgHafn
1026,6874 Jennifer Union,Geneseo,IL,61254,-90.28723,41.478361,TQMWsqukxQ
1027,9291 Julia Hills Apt. 690,Belleville,IL,62221,-89.981869,38.569982,GPsnoTYRZO
1028,642 Harris Forges,Centralia,IL,62801,-89.244145,38.516392,SkAHPkWrxg
1029,118 Maria Manors Suite 718,Mattoon,IL,61938,-88.339928,39.510459,ZVCwFROfqh
1030,81314 Lorraine Ports Suite 393,Chicago,IL,60639,-87.723016,41.969466,gIMgFJVqaO
1031,87399 Alan Ways Suite 649,Springfield,IL,62704,-89.737068,39.86648,EyMGMShgJe
1032,31862 Kerr Lane Apt. 623,Springfield,IL,62702,-89.661695,39.829034,ByWjyTJRwy
1033,530 Patricia Coves,Silvis,IL,61282,-90.448527,41.548886,KaJBluVXUl
1034,7819 Morales Spring,Galena,IL,61036,-90.475061,42.463908,ohRyfBGoCE
1035,05981 Hart Burgs Suite 082,Jacksonville,IL,62650,-90.326577,39.725125,hhqaKIceqb
1036,386 Walsh Ford,Woodstock,IL,60098,-88.434693,42.316836,GrssfExKyL
1037,81212 Evans Squares,Godfrey,IL,62035,-90.228858,39.033725,lIsEXRAaKL
1038,82758 Sarah Shore,Bridgeview,IL,60455,-87.879925,41.721593,rrldEgKqwC
1039,077 Shannon Creek,Mattoon,IL,61938,-88.383069,39.585015,OFWMxyEDNG
1040,7021 Sims Oval Suite 729,Watseka,IL,60970,-87.728138,40.885863,CfNvgjdYbQ
1041,327 Robinson Mill,Skokie,IL,60076,-87.76068,42.087863,zcwoAFTHNk
1042,5189 Paul Knolls Suite 659,Springfield,IL,62702,-89.656347,39.888906,wMjZskBGVR
1043,1320 Anthony Lights Apt. 193,Addison,IL,60101,-88.052275,41.916085,issDEmDYpP
1044,18262 Hernandez Oval Apt. 116,Aledo,IL,61231,-90.740494,41.217616,WvIksNQORL
1045,5400 Jill Coves Apt. 492,Marshall,IL,62441,-87.762243,39.420391,xJXhJiWUjn
1046,85401 Wesley Island,Chicago,IL,60639,-87.744455,41.914154,OsRCVghfHJ
1047,8052 Freeman Knolls,Champaign,IL,61822,-88.31695,40.133607,rYNKcCEwkf
1048,9350 Lewis Shore,Chicago,IL,60657,-87.672155,41.933928,yELAWCXQcJ
1049,0362 Martin Walks Apt. 832,Rockford,IL,61108,-89.089661,42.335816,zfAhMkkdOo
1050,635 Stephen Ville Suite 557,Washington,IL,61571,-89.546058,40.775087,lMAIvhYjUQ
1051,00225 Christopher Cove Apt. 006,Carlyle,IL,62231,-89.479592,38.68934,CVgjAVNbNe
1052,185 Amanda Motorway,Springfield,IL,62703,-89.611119,39.775185,atCCCvSMxS
1053,31437 Mata Trafficway Apt. 826,Macomb,IL,61455,-90.650008,40.526074,xAaPNKsVqp
1054,0209 Silva Meadow Suite 583,Homewood,IL,60430,-87.687968,41.55262,FrddhLhiuy
1055,4815 Erin Parkways Suite 670,Morton,IL,61550,-89.535489,40.654582,kmxVlrrUxF
1056,59360 Smith Shore Suite 258,Lawrenceville,IL,62439,-87.777333,38.750721,vQELkiGEEM
1057,007 Jackson Prairie Suite 006,Chicago,IL,60628,-87.664268,41.775727,ZRsUledGCe
1058,696 Robinson Coves,Murphysboro,IL,62966,-89.345524,37.828799,YjHkuyJyRx
1059,86810 Banks Orchard,Peoria,IL,61615,-89.632035,40.870392,MVeKrkjNGk
1060,49259 Gregory Green Suite 599,Lawrenceville,IL,62439,-87.786655,38.746421,gDuivkkigg
1061,779 Smith Mews Apt. 753,Cicero,IL,60804,-87.783783,41.852767,qGPcXcZuOK
1062,8561 Timothy Ramp Apt. 887,Darien,IL,60561,-88.042977,41.78793,ykyBCpOGKi
1063,66458 Ryan Gateway,Belleville,IL,62221,-89.936801,38.512216,fZNGWQtOHw
1064,39406 Robert Mountains Suite 843,Northlake,IL,60164,-87.966593,41.920258,WDYsJizwxp
1065,480 Taylor Turnpike Suite 414,Carlyle,IL,62231,-89.419674,38.615717,QAztJRXFZF
1066,3454 Madison Islands Suite 095,Waukegan,IL,60085,-87.925224,42.313426,vLuzrLRiAM
1067,21747 Randolph Villages,Champaign,IL,61822,-88.385095,40.134885,SxlskObZrv
1068,3942 Alvarez Meadows,Silvis,IL,61282,-90.441895,41.589242,afBZndhWLs
1069,120 Brian Pass,Romeoville,IL,60446,-88.142096,41.672241,fXEPEMqygR
1070,35465 Jacobs Track,Decatur,IL,62521,-88.921159,39.832286,Kzfafyhkif
1071,14877 Roberts Avenue,Bourbonnais,IL,60914,-87.842389,41.244073,pUkKtYCKJc
1072,4525 Mcclain Village,Johnsburg,IL,60050,-88.343984,42.483804,uWNqLljYvE
1073,078 Powers Avenue Suite 528,Normal,IL,61761,-88.972489,40.523785,ENNSZKYlxC
1074,70875 Mary Squares Suite 427,Kankakee,IL,60901,-87.954079,41.149743,EFBmqiHZrT
1075,87076 Adrian Points,Godfrey,IL,62035,-90.289352,39.062164,zEufdWBaUo
1076,28597 Tracy Forges Suite 726,Collinsville,IL,62234,-90.019845,38.754463,vCxfCHHFka
1077,58571 Pamela Track Suite 220,Fairfield,IL,62837,-88.412725,38.481911,hpAbzSIUyn
1078,9316 Taylor Turnpike Apt. 204,Normal,IL,61761,-88.981794,40.54462,nCCvcpMuSb
1079,293 Smith Garden Suite 697,Montgomery,IL,60538,-88.440297,41.762359,bkVPIVRfbG
1080,195 David Gateway Apt. 003,Normal,IL,61761,-88.979981,40.554465,FLqTGxOanR
1081,8577 Garcia Ranch,Murphysboro,IL,62966,-89.368222,37.84735,DEtywTheJR
1082,87744 Scott Mall Suite 709,Chicago,IL,60620,-87.720802,41.87557,noyLXwqdIr
1083,3779 Holmes Lights Suite 958,Robinson,IL,62454,-87.771854,39.04152,EpcQwZGcwk
